epoch,accuracy,loss,val_accuracy,val_loss
0,0.10050000250339508,4.811470985412598,0.10040000081062317,2.3162717819213867
1,0.09808000177145004,2.3065035343170166,0.10019999742507935,2.3086278438568115
2,0.09734000265598297,2.3032078742980957,0.10000000149011612,2.307001829147339
3,0.09595999866724014,2.303391218185425,0.10000000149011612,2.3056113719940186
4,0.09743999689817429,2.303075075149536,0.10000000149011612,2.3062870502471924
5,0.09696000069379807,2.302553415298462,0.10000000149011612,2.3053319454193115
6,0.0983399972319603,2.302328586578369,0.09989999979734421,2.3053953647613525
7,0.09702000021934509,2.3028688430786133,0.09989999979734421,2.3053956031799316
8,0.09669999778270721,2.302365303039551,0.09989999979734421,2.3053951263427734
9,0.09724000096321106,2.3023858070373535,0.09989999979734421,2.3053956031799316
10,0.09520000219345093,2.303002119064331,0.10000000149011612,2.3053956031799316
11,0.09774000197649002,2.3024728298187256,0.09989999979734421,2.3053972721099854
12,0.09765999764204025,2.302426815032959,0.10000000149011612,2.3053946495056152
13,0.09845999628305435,2.30242657661438,0.10000000149011612,2.3053951263427734
14,0.09942000359296799,2.302424907684326,0.10000000149011612,2.3053956031799316
15,0.09898000210523605,2.3024284839630127,0.10000000149011612,2.3053946495056152
16,0.09691999852657318,2.3024234771728516,0.10000000149011612,2.3053946495056152
17,0.09588000178337097,2.3024280071258545,0.10000000149011612,2.3053956031799316
18,0.09663999825716019,2.3024275302886963,0.10000000149011612,2.305394411087036
19,0.09734000265598297,2.3024253845214844,0.10000000149011612,2.3053948879241943
20,0.09787999838590622,2.302426338195801,0.10000000149011612,2.305393934249878
21,0.09911999851465225,2.3030271530151367,0.0997999981045723,2.3053946495056152
22,0.09446000307798386,2.302427291870117,0.0997999981045723,2.3053958415985107
23,0.09752000123262405,2.302424907684326,0.10000000149011612,2.3053948879241943
24,0.0975399985909462,2.3024284839630127,0.10000000149011612,2.3053946495056152
25,0.09864000231027603,2.3024258613586426,0.10000000149011612,2.3053948879241943
26,0.09678000211715698,2.302424430847168,0.09989999979734421,2.3053956031799316
27,0.09619999676942825,2.302426815032959,0.09989999979734421,2.305394411087036
28,0.097120001912117,2.3024280071258545,0.09989999979734421,2.305393934249878
29,0.09722000360488892,2.3024282455444336,0.10000000149011612,2.30539608001709
30,0.09516000002622604,2.3024232387542725,0.09989999979734421,2.3053946495056152
31,0.09764000028371811,2.302424192428589,0.10000000149011612,2.3053948879241943
32,0.09821999818086624,2.30242657661438,0.09989999979734421,2.3053958415985107
33,0.09591999650001526,2.302424907684326,0.09989999979734421,2.3053956031799316
34,0.09808000177145004,2.30242657661438,0.10000000149011612,2.3053956031799316
35,0.09709999710321426,2.302971601486206,0.09989999979734421,2.3053946495056152
36,0.09889999777078629,2.302422285079956,0.09989999979734421,2.3053951263427734
37,0.09775999933481216,2.3024275302886963,0.09989999979734421,2.3053948879241943
38,0.09848000109195709,2.3024251461029053,0.09989999979734421,2.30539608001709
39,0.09672000259160995,2.302422285079956,0.09989999979734421,2.3053956031799316
40,0.09777999669313431,2.302424430847168,0.10000000149011612,2.3053958415985107
41,0.09758000075817108,2.3024234771728516,0.09989999979734421,2.30539608001709
42,0.09771999716758728,2.3024258613586426,0.10000000149011612,2.305396556854248
43,0.09837999939918518,2.30242657661438,0.10000000149011612,2.3053948879241943
44,0.09777999669313431,2.3024253845214844,0.10000000149011612,2.3053946495056152
45,0.09657999873161316,2.3024256229400635,0.09989999979734421,2.3053953647613525
46,0.09564000368118286,2.3024251461029053,0.09989999979734421,2.3053946495056152
47,0.09576000273227692,2.3024239540100098,0.09989999979734421,2.305396318435669
48,0.09613999724388123,2.3024227619171143,0.10000000149011612,2.3053956031799316
49,0.0972599983215332,2.3024260997772217,0.09989999979734421,2.305394172668457
