epoch,accuracy,loss,val_accuracy,val_loss
0,0.303600013256073,2.559640884399414,0.3912999927997589,1.7042407989501953
1,0.4593200087547302,1.5154714584350586,0.4984000027179718,1.4077028036117554
2,0.5455800294876099,1.2854918241500854,0.5608999729156494,1.2450544834136963
3,0.606719970703125,1.1204768419265747,0.6078000068664551,1.1227262020111084
4,0.6552000045776367,0.9851323962211609,0.6194000244140625,1.100440502166748
5,0.6937599778175354,0.8787775039672852,0.6531000137329102,1.0127841234207153
6,0.7277200222015381,0.7861164808273315,0.6707000136375427,0.9931022524833679
7,0.7559800148010254,0.7046238780021667,0.6758000254631042,0.9782297611236572
8,0.781059980392456,0.6313547492027283,0.6808000206947327,0.9806265830993652
9,0.8016600012779236,0.5707342624664307,0.6855000257492065,0.9802683591842651
10,0.827180027961731,0.5047338008880615,0.685699999332428,1.0508036613464355
11,0.8470399975776672,0.44485023617744446,0.6917999982833862,1.0518951416015625
12,0.8650400042533875,0.39315277338027954,0.6894999742507935,1.089646339416504
13,0.8829200267791748,0.33916032314300537,0.6886000037193298,1.1832308769226074
14,0.9007800221443176,0.2927440106868744,0.6883000135421753,1.246460199356079
15,0.9139599800109863,0.25592005252838135,0.6793000102043152,1.3711583614349365
16,0.9263799786567688,0.22022327780723572,0.6858000159263611,1.3917168378829956
17,0.9354400038719177,0.1889563798904419,0.6868000030517578,1.5277228355407715
18,0.9437999725341797,0.16781820356845856,0.6851999759674072,1.5861542224884033
19,0.9501000046730042,0.14527541399002075,0.6823999881744385,1.669695496559143
20,0.9560199975967407,0.1299157589673996,0.6834999918937683,1.8088910579681396
21,0.9629799723625183,0.1094634011387825,0.6913999915122986,1.821498990058899
22,0.9624199867248535,0.10962100327014923,0.6780999898910522,2.034745454788208
23,0.9684000015258789,0.09330330789089203,0.6812000274658203,1.9974236488342285
24,0.9696199893951416,0.08931034058332443,0.6822999715805054,2.1412272453308105
